2018-06-19 13:50:20.485508,70251835d5e126b588c629b970c0323543fc1a0d3391808cc0d988ecdab08b27
2018-06-19 13:50:27.992668,c08e2be61e98a8843dfdadeb3f2af1460378091ddafb53b24dc30c43a326d98d
2018-06-19 13:50:30.947159,67622621ab7e0dbefe6baa0ee160ca56b94d9d45e77d2074086136fcf3593ff0
2018-06-19 13:50:34.428447,5286e0b203a8bf85a2c4471f76b9e6be26e32e796b7874868ae23d804c5ffba4
2018-06-19 13:50:36.822864,a78cb84a878a94ad4f791719baca263df1d169e78a6dfc0b022e432fc58b201b
2018-06-19 13:50:39.034325,a5f25798cb21e6fd0ba34933888b75db63be243b41057cda8ff943ef3c5759dc
2018-06-19 13:50:41.669659,14bc12d144e002a1c95497f8d8bd324628c4f71eec14209e05e109131d7b7669
2018-06-19 13:50:43.132395,be0fb72ff9a8f02fb7bc23fc1bda2ad43467beb6c89f27c0af320cdea413b6ef
2018-06-19 13:50:46.376203,96e8132014862df17902dc310f3d9a5cf5d6e44e0b6e5caabd67183ae4919524
2018-06-19 13:50:49.432493,c713158c3c97a701f6e7739cfc02c1c627f12b695646791996c6789b2d83b26f
2018-06-19 13:50:52.176426,03a08df4cda985494732847f08277f41577df17fd5f5f6637249478dab2815ce
2018-06-19 13:50:54.413640,468284855bf7e6913a48d1e202eaefc71744b3905fca497ba8c0cd8ce4758ff3
2018-06-19 13:50:57.520344,62039dcff48ff6da4015c1721687d3bd095026f2e4a9e67beecaf4ca66c765a6
2018-06-19 13:50:58.478249,86a9207a93c0ff49282b7d4da5c6b3352ed640a90448be935e8d6dce404f2106
2018-06-19 13:51:05.557215,aa4ab227b3b495a7b9a19d27504cc9551b407239e2a9582258f33f16165df90d
2018-06-19 13:51:08.729168,14ed32c79422e2c060ffeb0ece812cc232bf2ee9cdc6aa237a4a4cb76f561d0a
2018-06-19 13:51:12.691691,41e0bbce4f51ffd2fa3b9cd831e404fc8f16b07ab2239b6ad5690c59da794f66
2018-06-19 13:51:14.759862,05d8d42626f77db18aa210a0aa21129cbad2243eb96a3847518f56e68f19f7be
2018-06-19 13:51:25.332971,3c626cba764bd0eeac0b069cd4cd81913571025b6894c50a1fe6ca58f13134fc
2018-06-19 13:51:27.004634,1dad8a531605c627a480da5eefbd298b11f8c6defafd4838c4e89df788785f0c
2018-06-19 13:51:32.483659,2c8a619d594403db74533a7d8f11625d636fa97160fb8437b6596b18bfd967e9
2018-06-19 14:20:07.509247,538302d68f4fbe890d53e03f783e592dacd3e3eafcbf68bb4361e3d431297b46
2018-06-19 14:20:08.499050,7bde8d4b34b25189f4964604c2c9d414cf9e86f0d6b0841e1b4033c3c88fa817
2018-06-19 14:20:12.942614,8f9e903094ed80ba8c27248ef532fbc57fb0fb8f72129271e67d2c48a46e8c4d
2018-06-19 14:20:13.678698,93b2000283984fa25dbb8d5085b979b362a39445ce753b2a97c880d6f9c75f08
2018-06-19 14:20:17.580950,5aa94592d58d97af6885fa43286b8c1862714eec0bd3f0fd478f6004356fee32
2018-06-19 14:20:19.382392,db11e749de8eaadd33fe65948ce2ae8f03d19057a54b2f0fc7228b160a1d0797
